intent,example_sentence,response_template
rejection,Doktor yerine geç,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,İdrar testi,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Teşhis koy,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Ameliyat gerekli mi,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Test sonucu,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Hastalık teşhisi,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,İlaç reçetesi yaz,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Tomografi,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,İlaç reçetesi yaz,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Doktor yerine geç,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Kan testi,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Reçete ver,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Sağlık raporu,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,İlaç reçetesi yaz,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Kan testi,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Tahlil sonucu,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Reçete ver,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Muayene et,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Tanı koy,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Ameliyat öner,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Kesin çözüm,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Kan testi,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Doktor yerine geç,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Ameliyat öner,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Tomografi,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Röntgen yorumla,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Ameliyat öner,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Kan testi,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Biyopsi,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Teşhis koy,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Ne yapmalıyım,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Ameliyat gerekli mi,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Tomografi,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Ameliyat gerekli mi,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Hastalık teşhisi,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Muayene et,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
doctor_referral,Dış doktoru,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Jinekolog,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Psikiyatrist,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Eczacı,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Nöroloji,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Sağlık ocağı,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Laborant,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Ambulans,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Eczacı,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Kulak burun boğaz,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Uzman branş,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Nöroloji,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Muayene,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Eczacı,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Randevu,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Ebe,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Hemşire,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Kardiyolog,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Hemşire,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Hastane önerisi,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Laborant,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Teknisyen,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Kardiyolog,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Laborant,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Kardiyolog,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Laborant,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Ambulans,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Göz doktoru,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Nöroloji,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Üroloji,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Kulak burun boğaz,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Teknisyen,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Kardiyolog,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Dış doktoru,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Sağlık ocağı,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Göz doktoru,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Diyetisyen,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Hastane önerisi,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Diyetisyen,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Fizyoterapist,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Ambulans,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Kardiyolog,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Nöroloji,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Özel hastane,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Jinekolog,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Uzman doktor,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Teknisyen,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Üroloji,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Kulak burun boğaz,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Psikiyatrist,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Hastane önerisi,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Psikiyatrist,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Ambulans,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Uzman branş,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Uzman branş,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Nöroloji,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Ambulans,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Psikolog,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Göz doktoru,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Acil mi normal mi,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Ebe,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Acil mi normal mi,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Kulak burun boğaz,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Özel hastane,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Randevu,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Psikiyatrist,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Göz doktoru,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Hemşire,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Sağlık ocağı,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Psikolog,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Psikolog,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Fizyoterapist,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Psikiyatrist,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Diyetisyen,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Uzman doktor,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Teknisyen,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Fizyoterapist,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Ebe,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Kulak burun boğaz,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Acil mi normal mi,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Eczacı,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Teknisyen,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Jinekolog,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Ebe,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Sağlık ocağı,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Uzman branş,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Uzman branş,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Üroloji,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Hastane önerisi,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Muayene,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Jinekolog,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Psikiyatrist,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Acil mi normal mi,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Kulak burun boğaz,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Kardiyolog,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Psikiyatrist,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Psikolog,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Uzman doktor,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Laborant,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Hangi doktora gideyim,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Ortopedi,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Ortopedi,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Nöroloji,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Göz doktoru,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Sağlık ocağı,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Dış doktoru,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Ambulans,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Ortopedi,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Psikiyatrist,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Ortopedi,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Göz doktoru,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Sağlık ocağı,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Eczacı,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Özel hastane,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Ebe,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Jinekolog,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Jinekolog,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Ortopedi,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Laborant,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Hastane önerisi,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
prevention,Tansiyon korunma,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Kalp krizi korunma,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Kolesterol korunma,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Kanser korunma,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Spor ile korunma,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Kilo kontrolü,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Hijyen,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Kanser korunma,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Şeker hastalığı korunma,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Enfeksiyon korunma,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Kanser korunma,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Güneş korunma,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Güneş korunma,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Sigara bırakma,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Soğuk algınlığı,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Hijyen,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Radyasyon korunma,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Önleyici tedbirler,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Şeker hastalığı korunma,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Aşı,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Kalp krizi korunma,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Önleyici tedbirler,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Güneş korunma,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Kalp krizi korunma,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Uyku düzeni,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Temizlik,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Kalp krizi korunma,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Kilo kontrolü,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Güneş korunma,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Önleyici tedbirler,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Hepatit korunma,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,El yıkama,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Kalp krizi korunma,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Kilo kontrolü,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Önleyici tedbirler,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Mesafe,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Nasıl korunurum,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Sigara bırakma,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Güneş korunma,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Sigara bırakma,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Obezite korunma,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Aşı,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Obezite korunma,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Enfeksiyon korunma,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Alkol bırakma,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Beslenme ile korunma,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Soğuk algınlığı,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Alkol bırakma,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Şeker hastalığı korunma,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,El yıkama,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Aşı,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Sigara bırakma,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Sigara bırakma,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Uyku düzeni,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Kanser korunma,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Sigara bırakma,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Obezite korunma,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Tansiyon korunma,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Soğuk algınlığı,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Soğuk algınlığı,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Maske,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Hepatit korunma,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Grip korunma,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Tansiyon korunma,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Obezite korunma,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Alkol bırakma,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Kilo kontrolü,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Soğuk algınlığı,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Sigara bırakma,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Kalp krizi korunma,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Kolesterol korunma,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Soğuk algınlığı,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Kolesterol korunma,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Hijyen,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Obezite korunma,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Kanser korunma,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Radyasyon korunma,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Korona korunma,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Korona korunma,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Beslenme ile korunma,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Sigara bırakma,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Korona korunma,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Kimyasal korunma,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Mesafe,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Kolesterol korunma,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Güneş korunma,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Stres yönetimi,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Soğuk algınlığı,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Hepatit korunma,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Kimyasal korunma,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Spor ile korunma,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Maske,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Spor ile korunma,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Nasıl korunurum,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Mesafe,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Hijyen,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Alkol bırakma,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Önleyici tedbirler,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Maske,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Şeker hastalığı korunma,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Tansiyon korunma,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Kilo kontrolü,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Aşı,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Tansiyon korunma,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Kimyasal korunma,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Kalp krizi korunma,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Obezite korunma,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Hijyen,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Hijyen,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Hepatit korunma,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Şeker hastalığı korunma,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Hepatit korunma,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Sigara bırakma,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Alkol bırakma,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Spor ile korunma,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Temizlik,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Maske,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Grip korunma,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Enfeksiyon korunma,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
prevention,Kanser korunma,Hastalıklardan korunma yöntemleri hakkında bilgi verebilirim.
